,Train SPEAR CORR score,Train SPEAR Pval score,Test SPEAR CORR score,Test SPEAR Pval score,Whole SPEAR CORR score,Whole SPEAR Pval score,Test ERROR score,Train ERROR score,Whole ERROR score,training loss,hek293 spearman corr,hct116 spearman corr,hela spearman corr,hek293 P value,hct116 P value,hela P value
53,0.933976767446127,0.0,0.026059214196011152,0.23529621338960482,0.738879327062639,0.0,0.027270348742604256,0.0031917262822389603,0.011424047872424126,0.004560125060379505,0.7710888370636327,0.8088841145533479,0.8134422272432217,5.497086302995715e-181,2.5307892132000437e-197,0.0
54,0.9633837653255299,0.0,0.07421012660889231,0.0007147009155404008,0.7767147236167069,0.0,0.018422355875372887,0.002436593407765031,0.009773940779268742,0.003966054413467646,0.8542845134894653,0.8502002694030462,0.819602642051075,2.173074641404631e-261,6.068799440161045e-238,0.0
55,0.8922725212197228,0.0,0.10822785212152367,7.702609655172029e-07,0.7143147730462165,0.0,0.045021578669548035,0.009879505261778831,0.019303221255540848,0.004300631582736969,0.6923501546648199,0.8036709964237235,0.8200710117591301,2.120223844175487e-131,6.60302009694263e-193,0.0
56,0.9247231556176957,0.0,0.09989599070763554,5.109406672066232e-06,0.7383596895278862,0.0,0.028059696778655052,0.005669455975294113,0.013861986808478832,0.004141222219914198,0.763103793465416,0.8369544138290566,0.8202361672438614,4.3662594826554365e-175,1.085292922725438e-223,0.0
57,0.947485371079514,0.0,0.024981298931161827,0.255238046167566,0.7562898379955787,0.0,0.022156551480293274,0.0023899103980511427,0.010249465703964233,0.005044853314757347,0.8254669616506934,0.8293249303462268,0.8117259140462787,9.719493655748677e-229,4.744036616798222e-216,0.0
58,0.960518095278551,0.0,0.09927840686569164,5.845235983499081e-06,0.7766893162521135,0.0,0.01917669177055359,0.001849565771408379,0.009322240948677063,0.004411378875374794,0.8571759057569913,0.8478893715301671,0.8122759078422422,4.731981461738016e-265,2.3281759083420005e-235,0.0
59,0.9447890325337209,0.0,0.10282626318029126,2.669792781601289e-06,0.7624987439792859,0.0,0.02259271964430809,0.004164164885878563,0.011760030873119831,0.0038646403700113297,0.8027256287709883,0.8308318096394925,0.8153346523862948,5.931052859098413e-207,1.5757584988336134e-217,0.0
60,0.9522923108334698,0.0,0.1427277615182394,6.460328646558645e-11,0.7692833785728561,0.0,0.01904197968542576,0.0023845909163355827,0.009837987832725048,0.004036816768348217,0.8420774622874451,0.840977852089873,0.8160523076511536,9.272360450165857e-247,7.002351862425194e-228,0.0
61,0.93686117012269,0.0,0.11159970445139744,3.4380187471878783e-07,0.7524607035382224,0.0,0.02073153480887413,0.0026475603226572275,0.010294358246028423,0.004279165528714657,0.7917140348501587,0.8418973939166655,0.8114737773866371,2.1011701439755145e-197,7.43266708680321e-229,0.0
62,0.9070644116342653,0.0,0.12123115760369203,3.011053740298335e-08,0.7282128420630406,0.0,0.028613081201910973,0.011844317428767681,0.019106300547719002,0.005112770013511181,0.7460908990097754,0.8009669593919748,0.8122691209778787,2.9135826955073024e-163,1.1442125512240797e-190,0.0
63,0.9096157321265241,0.0,0.12473028479415514,1.1843721462632502e-08,0.7299389628316241,0.0,0.036314159631729126,0.010463056154549122,0.019019894301891327,0.0047215744853019714,0.7306321650271052,0.8183731277597428,0.8180619956676056,2.6106096915433343e-153,1.0092947534406622e-205,0.0
64,0.9003722381249674,0.0,0.14165606413898674,8.984187052483733e-11,0.7239259556012267,0.0,0.03266192972660065,0.008726355619728565,0.01686914637684822,0.007690976839512587,0.706723852354095,0.8067005274116884,0.8060515009890785,3.2865435351212588e-139,1.86021561686958e-195,0.0
65,0.9113667317185388,0.0,0.1512103778216637,4.34973953395883e-12,0.7357057328934559,0.0,0.02230498567223549,0.005262183956801891,0.012536718510091305,0.005985894240438938,0.7540849479063138,0.8177122710272,0.8046386231731398,1.0693953140385584e-168,4.025326863380878e-205,0.0
66,0.9734884956883011,0.0,0.08532141239126476,9.931088530428081e-05,0.7895952773668978,0.0,0.021730691194534302,0.00398231390863657,0.011371341533958912,0.0027572920080274343,0.8811710181902626,0.8474716045978804,0.8318414278018744,6.03289054987991e-299,6.75375031439174e-235,0.0
67,0.9560517711169273,0.0,0.0826801475362083,0.00016236226754293132,0.7729850681905858,0.0,0.020589787513017654,0.002876815851777792,0.010230164974927902,0.004713889677077532,0.8342627335546907,0.8379961105927138,0.8205000041308594,4.947378718198977e-238,9.155668145491117e-225,0.0
68,0.9457744363405204,0.0,0.10642478939682988,1.1742437864584423e-06,0.7644138542448337,0.0,0.023517116904258728,0.006621682550758123,0.013714302331209183,0.005439904052764177,0.8172918952566562,0.8254660052182642,0.8213720626729596,1.4737764246913914e-220,2.4976790109651517e-212,0.0
69,0.9035673780038518,0.0,0.10707958260777141,1.0083145003987622e-06,0.7251451869718786,0.0,0.03470870479941368,0.00768278120085597,0.016102951020002365,0.004433315247297287,0.7213165532407696,0.8228513090505292,0.821400385521083,1.2202688566625205e-147,7.36697922454134e-210,0.0
70,0.9390357229563128,0.0,0.0645051224367612,0.0032784334450636763,0.7523681118156295,0.0,0.019916174933314323,0.0037099458277225494,0.010759478434920311,0.006641788873821497,0.8315685620352213,0.8301181453720201,0.8072955312548029,3.96317661064725e-235,7.93605919267648e-217,0.0
71,0.9359399251434873,0.0,0.076899973750524,0.0004533799736699506,0.7515607959538712,0.0,0.01892237551510334,0.0031807583291083574,0.010171533562242985,0.006033394020050764,0.8132319830226394,0.829432847812802,0.8070181248650208,1.202393891165128e-216,3.7216439075833033e-216,0.0
72,0.9294958231405519,0.0,0.0006472428611719136,0.9764876232666033,0.7382567150273218,0.0,0.021274397149682045,0.0033587287180125713,0.010571670718491077,0.006179565563797951,0.7837320558822608,0.8110616997206627,0.8014957837732061,7.76398571645031e-191,3.2955774430700743e-199,0.0
73,0.8970358871202373,0.0,0.08818967637218177,5.731031043273683e-05,0.7111039858733326,0.0,0.03366658836603165,0.008703342638909817,0.016875172033905983,0.00599273294210434,0.7256741589491417,0.8107960582397545,0.7962755482990168,2.9073060678420627e-150,5.613453837499615e-199,0.0
74,0.898246304737315,0.0,0.0841199582279334,0.00012441276368376639,0.7175774417623009,0.0,0.05191682651638985,0.01698377914726734,0.02641732059419155,0.0066468981094658375,0.7207186988717508,0.8088014742541351,0.805970280342061,2.769564655169124e-147,2.980756411299854e-197,0.0
